Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
26873,ID-2014-29032,2014-07-21,2014-07-25,Standard Class,EB-13930,Eric Barreto,Consumer,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10003232,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",2063.7684,6,0.27,141.1884,263.01,High
29782,IN-2013-48324,2013-02-27,2013-03-04,Standard Class,DK-12895,Dana Kaydos,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10003819,Technology,Copiers,"Sharp Copy Machine, High-Speed",1781.1359999999997,8,0.07,-134.064,255.36,High
26535,IN-2014-43550,2014-12-31,2015-01-01,First Class,ML-17395,Marina Lichtenstein,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10004679,Furniture,Bookcases,"Safco Library with Doors, Pine",1091.2805999999998,3,0.07,46.92059999999999,243.11,High
29525,IN-2013-79992,2013-03-05,2013-03-12,Standard Class,TS-21505,Tony Sayre,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-AP-10001018,Office Supplies,Appliances,"Cuisinart Refrigerator, White",2051.0129999999995,5,0.17,667.113,235.88,Medium
27747,IN-2014-35528,2014-12-08,2014-12-14,Standard Class,MC-17425,Mark Cousins,Corporate,Samarinda,Kalimantan Timur,Indonesia,APAC,Southeast Asia,TEC-PH-10000030,Technology,Phones,"Samsung Smart Phone, with Caller ID",3696.0315,7,0.17,756.8715,234.16,Medium
25774,IN-2014-72516,2014-06-02,2014-06-04,First Class,IM-15070,Irene Maddox,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-AC-10004938,Technology,Accessories,"Memorex Router, Bluetooth",1043.9304,8,0.47000000000000003,-295.5096,234.13,Medium
24939,IN-2011-31594,2011-06-08,2011-06-13,Standard Class,SW-20350,Sean Wendt,Home Office,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10001990,Technology,Phones,"Cisco Smart Phone, Full Size",2166.8976000000002,4,0.17,391.49759999999986,232.49,Medium
26969,ID-2014-79257,2014-10-29,2014-10-31,Second Class,KD-16270,Karen Daniels,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-MA-10000606,Technology,Machines,"Okidata Printer, White",886.1412,4,0.17,106.74119999999999,226.8,High
30241,ID-2011-74175,2011-11-23,2011-11-25,First Class,BM-11140,Becky Martin,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-MA-10004553,Technology,Machines,"Epson Receipt Printer, Red",473.84700000000004,5,0.17,-5.852999999999994,226.73,Critical
26695,ID-2012-61449,2012-12-07,2012-12-09,First Class,CB-12025,Cassandra Brandow,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-ST-10004315,Office Supplies,Storage,"Rogers Lockers, Blue",1053.8676,6,0.17,-152.49239999999998,221.64,High
21476,ID-2013-33421,2013-10-16,2013-10-18,First Class,EB-13840,Ellis Ballard,Corporate,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AP-10001931,Office Supplies,Appliances,"Cuisinart Stove, Red",893.5613999999999,2,0.17,247.6014,211.08,Critical
21617,IN-2011-30824,2011-06-01,2011-06-03,First Class,AB-10060,Adam Bellavance,Home Office,Denpasar,Bali,Indonesia,APAC,Southeast Asia,FUR-CH-10003841,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",1037.7096,8,0.27,298.5095999999999,202.94,Medium
29532,IN-2013-16712,2013-10-22,2013-10-24,Second Class,JL-15175,James Lanier,Home Office,Kendari,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia,FUR-BO-10004771,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",1148.7824999999998,3,0.07,172.9125,201.68,High
29624,ID-2012-39903,2012-01-02,2012-01-06,Standard Class,JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10002395,Office Supplies,Storage,"Rogers Lockers, Single Width",1229.6864999999998,7,0.17,399.97650000000004,200.9,High
28124,IN-2013-75701,2013-05-28,2013-06-01,Standard Class,JD-15790,John Dryer,Consumer,Semarang,Jawa Tengah,Indonesia,APAC,Southeast Asia,TEC-MA-10000697,Technology,Machines,"StarTech Card Printer, Wireless",1764.1649999999997,13,0.17,127.33499999999992,200.7,High
21150,IN-2012-70437,2012-10-05,2012-10-08,First Class,BD-11500,Bradley Drucker,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-MA-10001627,Technology,Machines,"Konica Printer, White",883.9500000000002,4,0.17,234.26999999999995,199.66,High
25880,IN-2011-22396,2011-11-18,2011-11-19,First Class,TM-21490,Tony Molinari,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,OFF-ST-10004802,Office Supplies,Storage,"Rogers File Cart, Industrial",470.1120000000001,4,0.17,39.55199999999998,199.05,Critical
27564,IN-2011-73531,2011-06-25,2011-07-02,Standard Class,JS-16030,Joy Smith,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-TA-10000989,Furniture,Tables,"Lesro Conference Table, Rectangular",2266.1475,5,0.47000000000000003,-0.052500000000009095,196.97,Low
25187,IN-2014-79005,2014-02-10,2014-02-14,Standard Class,LS-16945,Linda Southworth,Corporate,Tegal,Jawa Tengah,Indonesia,APAC,Southeast Asia,TEC-PH-10002683,Technology,Phones,"Apple Smart Phone, Cordless",1584.3869999999997,3,0.17,381.717,193.62,High
29617,IN-2014-41352,2014-10-13,2014-10-18,Standard Class,SP-20650,Stephanie Phelps,Corporate,Balikpapan,Kalimantan Timur,Indonesia,APAC,Southeast Asia,OFF-ST-10004768,Office Supplies,Storage,"Eldon Lockers, Industrial",1317.3095999999998,8,0.17,396.6696,191.58,High
24255,ID-2012-27450,2012-11-16,2012-11-17,First Class,AH-10075,Adam Hart,Corporate,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10001889,Furniture,Tables,"Bevis Conference Table, Fully Assembled",1471.1156999999998,3,0.47000000000000003,-916.0443,191.26,Medium
25857,ID-2012-56402,2012-06-10,2012-06-17,Standard Class,KD-16270,Karen Daniels,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10000989,Furniture,Tables,"Lesro Conference Table, Rectangular",2266.1475,5,0.47000000000000003,-0.052500000000009095,190.79,Medium
23459,IN-2014-37719,2014-07-29,2014-08-02,Standard Class,MD-17860,Michael Dominguez,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10002119,Technology,Copiers,"Sharp Fax Machine, Digital",1922.3378999999998,7,0.07,227.21790000000001,187.29,High
24796,IN-2014-66797,2014-12-04,2014-12-09,Standard Class,SP-20650,Stephanie Phelps,Corporate,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10001654,Technology,Copiers,"Hewlett Wireless Fax, Digital",2472.6933,7,0.07,903.9932999999999,184.56,Medium
25642,ID-2013-34387,2013-06-13,2013-06-17,Standard Class,JP-15460,Jennifer Patt,Corporate,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10000103,Office Supplies,Storage,"Smead Lockers, Industrial",1981.0439999999994,12,0.17,-71.67600000000004,183.59,Medium
24241,ID-2014-36473,2014-10-24,2014-10-26,First Class,RB-19435,Richard Bierner,Consumer,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10002277,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile",646.4988,4,0.07,-13.981200000000001,181.61,High
20960,IN-2014-79544,2014-07-11,2014-07-14,First Class,JH-16180,Justin Hirsh,Consumer,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10000660,Technology,Copiers,"Brother Fax and Copier, Laser",890.4285,5,0.07,114.7785,181.55,High
27673,IN-2011-26064,2011-06-24,2011-06-28,Standard Class,AA-10480,Andrew Allen,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10001751,Technology,Phones,"Samsung Smart Phone, Cordless",1591.1100000000004,3,0.17,364.23,179.38,Medium
23986,ID-2014-17475,2014-03-17,2014-03-22,Second Class,DH-13075,Dave Hallsten,Corporate,Depok,Yogyakarta,Indonesia,APAC,Southeast Asia,OFF-AP-10002326,Office Supplies,Appliances,"Hamilton Beach Microwave, White",2096.4555,9,0.17,-429.3945,172.27,Medium
29622,IN-2014-27933,2014-07-22,2014-07-29,Standard Class,KM-16660,Khloe Miller,Consumer,Jember,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",2039.0714999999998,5,0.07,109.62149999999997,170.58,Medium
22218,IN-2011-44145,2011-07-30,2011-08-03,Standard Class,HJ-14875,Heather Jas,Home Office,Samarinda,Kalimantan Timur,Indonesia,APAC,Southeast Asia,OFF-AP-10001931,Office Supplies,Appliances,"Cuisinart Stove, Red",1340.3420999999998,3,0.17,371.4021000000001,168.55,High
23408,ID-2013-10006,2013-06-21,2013-06-28,Standard Class,JE-15745,Joel Eaton,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled",1524.2058000000002,6,0.47000000000000003,-575.3142,166.65,Low
26647,IN-2014-23894,2014-04-02,2014-04-05,Second Class,LP-17095,Liz Preis,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10000035,Furniture,Bookcases,"Dania Classic Bookcase, Pine",766.5246,2,0.07,288.4446,166.24,Critical
25772,ID-2013-15032,2013-09-30,2013-10-04,Standard Class,CC-12370,Christopher Conant,Consumer,Bogor,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-BO-10000243,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",1289.5658999999998,7,0.07,263.2959,164.71,High
29983,ID-2012-48100,2012-06-26,2012-06-30,Standard Class,EB-13870,Emily Burns,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10003794,Technology,Phones,"Nokia Smart Phone, Full Size",1587.0014999999999,3,0.17,-76.55849999999998,164.0,High
20857,IN-2014-66027,2014-12-15,2014-12-19,Standard Class,SV-20935,Susan Vittorini,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-BO-10002387,Furniture,Bookcases,"Safco Library with Doors, Metal",2534.0175,7,0.07,136.2375,163.3,Medium
29675,IN-2014-70871,2014-11-01,2014-11-05,Standard Class,MC-17635,Matthew Clasen,Corporate,Bogor,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-BO-10004648,Furniture,Bookcases,"Sauder Library with Doors, Pine",1808.757,5,0.07,155.457,161.95,Medium
27053,ID-2014-31545,2014-11-24,2014-11-27,First Class,AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10002587,Technology,Copiers,"Sharp Fax and Copier, Laser",783.9899999999999,5,0.07,337.14000000000004,159.38,Critical
22123,IN-2013-61288,2013-07-16,2013-07-20,Standard Class,FW-14395,Fred Wasserman,Corporate,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,OFF-AP-10003917,Office Supplies,Appliances,"KitchenAid Stove, Silver",1895.3880000000001,4,0.17,570.8279999999999,155.81,Medium
23958,ID-2014-47022,2014-08-01,2014-08-06,Standard Class,SG-20890,Susan Gilcrest,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10000780,Technology,Phones,"Cisco Smart Phone, with Caller ID",2172.0768,4,0.17,628.0368000000001,155.13,Medium
28150,IN-2014-68043,2014-11-18,2014-11-22,Standard Class,CD-11920,Carlos Daly,Consumer,Padang,Sumatera Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10004997,Technology,Copiers,"Hewlett Wireless Fax, Color",2129.4954,6,0.07,938.7954,154.56,High
22665,IN-2011-27534,2011-11-09,2011-11-10,First Class,MH-17785,Maya Herman,Corporate,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-ST-10003295,Office Supplies,Storage,"Tenex Lockers, Blue",677.7779999999999,4,0.17,73.45800000000003,153.25,High
24035,ID-2014-10048,2014-06-30,2014-07-02,First Class,TT-21460,Tonja Turnell,Home Office,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10003102,Technology,Copiers,"Canon Copy Machine, Color",1961.0351999999998,8,0.07,-147.6048,151.74,High
24662,ID-2013-18714,2013-06-25,2013-06-27,Second Class,KM-16660,Khloe Miller,Consumer,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10000434,Furniture,Tables,"Chromcraft Coffee Table, with Bottom Storage",566.2308,4,0.47000000000000003,-363.28920000000005,150.83,Critical
22771,IN-2013-28353,2013-08-21,2013-08-23,Second Class,CC-12145,Charles Crestani,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10000720,Technology,Phones,"Samsung Audio Dock, Full Size",837.2376,6,0.17,211.73759999999993,149.15,High
24184,ID-2012-67707,2012-04-16,2012-04-22,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,APAC,Southeast Asia,FUR-TA-10001360,Furniture,Tables,"Bevis Round Table, Rectangular",1093.4112,4,0.47000000000000003,-20.668800000000033,147.76,Low
29869,ID-2013-15963,2013-01-12,2013-01-16,Standard Class,FM-14215,Filia McAdams,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-TA-10001205,Furniture,Tables,"Chromcraft Wood Table, Rectangular",2035.5816000000002,8,0.47000000000000003,-499.29840000000036,147.46,Medium
29338,IN-2012-40120,2012-08-27,2012-08-27,Same Day,ML-18040,Michelle Lonsdale,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10002587,Technology,Copiers,"Sharp Fax and Copier, Laser",627.1919999999999,4,0.07,269.712,146.35,Medium
20710,IN-2012-52223,2012-06-05,2012-06-09,Standard Class,ST-20530,Shui Tom,Consumer,Medan,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-CO-10002376,Technology,Copiers,"Hewlett Fax Machine, Laser",1487.628,5,0.07,655.728,145.28,Medium
23122,ID-2011-74539,2011-08-12,2011-08-18,Standard Class,TB-21175,Thomas Boland,Corporate,Kendari,Sulawesi Tenggara,Indonesia,APAC,Southeast Asia,TEC-CO-10001501,Technology,Copiers,"Canon Fax and Copier, Laser",1067.6771999999999,6,0.07,91.71719999999999,145.08,Low
28648,ID-2012-43711,2012-08-10,2012-08-10,Same Day,BE-11410,Bobby Elias,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",1685.1599999999999,5,0.07,706.5600000000001,141.54,High
29811,IN-2014-61575,2014-08-28,2014-09-01,Standard Class,HK-14890,Heather Kirkland,Corporate,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10002119,Technology,Copiers,"Sharp Fax Machine, Digital",823.8590999999999,3,0.07,97.37910000000001,140.86,High
26460,ID-2013-19792,2013-06-12,2013-06-16,Second Class,CG-12520,Claire Gute,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10002283,Technology,Copiers,"Brother Copy Machine, Color",969.0228,4,0.07,302.0628,139.89,High
24692,IN-2014-26281,2014-04-03,2014-04-05,First Class,CM-11935,Carlos Meador,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",527.8679999999999,4,0.07,73.78800000000001,138.9,High
22350,IN-2014-28717,2014-05-10,2014-05-14,Standard Class,JG-15310,Jason Gross,Corporate,Denpasar,Bali,Indonesia,APAC,Southeast Asia,OFF-ST-10004768,Office Supplies,Storage,"Eldon Lockers, Industrial",1152.6458999999998,7,0.17,347.08590000000004,138.79,High
21533,ID-2013-50928,2013-06-15,2013-06-18,First Class,CV-12805,Cynthia Voltz,Corporate,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10003506,Technology,Copiers,"HP Fax Machine, Laser",1115.7767999999999,4,0.07,311.8968,138.36,High
25881,IN-2011-22396,2011-11-18,2011-11-19,First Class,TM-21490,Tony Molinari,Consumer,Surabaya,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",827.9733000000001,7,0.27,-56.75670000000002,137.51,Critical
28758,IN-2014-53070,2014-10-28,2014-10-28,Same Day,BE-11455,Brad Eason,Home Office,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,OFF-AP-10002244,Office Supplies,Appliances,"Breville Refrigerator, White",1718.0003999999997,4,0.17,372.56039999999996,131.73,High
27017,IN-2014-74588,2014-10-20,2014-10-24,Standard Class,OT-18730,Olvera Toch,Consumer,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10000794,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",1759.5135,5,0.07,624.3135000000001,130.81,Medium
26227,IN-2013-28892,2013-02-08,2013-02-14,Standard Class,CK-12595,Clytie Kelty,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,TEC-CO-10001626,Technology,Copiers,"Brother Copy Machine, Color",1226.3445,5,0.07,118.5945,130.25,Low
30046,ID-2012-66503,2012-06-25,2012-07-02,Standard Class,PS-19045,Penelope Sewall,Home Office,Bandung,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-MA-10004172,Technology,Machines,"Konica Printer, Red",1319.6502,6,0.17,-222.76980000000003,128.71,Low
21475,ID-2013-33421,2013-10-16,2013-10-18,First Class,EB-13840,Ellis Ballard,Corporate,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10002957,Furniture,Tables,"Bevis Training Table, Fully Assembled",534.9555,3,0.47000000000000003,-90.90450000000004,128.3,Critical
28293,ID-2011-41443,2011-12-21,2011-12-23,First Class,TT-21070,Ted Trevino,Consumer,Padang,Sumatera Barat,Indonesia,APAC,Southeast Asia,OFF-ST-10004315,Office Supplies,Storage,"Rogers Lockers, Blue",878.223,5,0.17,-127.077,128.13,High
23937,ID-2013-30537,2013-12-23,2013-12-28,Standard Class,JH-15430,Jennifer Halladay,Consumer,Depok,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10003893,Furniture,Tables,"Lesro Wood Table, with Bottom Storage",990.9516000000001,4,0.47000000000000003,-878.7684,127.59,High
20798,ID-2011-23068,2011-10-19,2011-10-22,First Class,EB-13870,Emily Burns,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-BI-10000389,Office Supplies,Binders,"Ibico Binding Machine, Clear",380.07360000000006,9,0.17,-77.84640000000002,121.7,Critical
20584,IN-2011-24055,2011-10-26,2011-10-31,Standard Class,TB-21520,Tracy Blumstein,Consumer,Pekanbaru,Riau,Indonesia,APAC,Southeast Asia,OFF-AP-10003598,Office Supplies,Appliances,"Breville Refrigerator, Red",862.0877999999998,2,0.17,114.24780000000001,120.5,High
24296,IN-2014-71690,2014-11-11,2014-11-11,Same Day,EJ-13720,Ed Jacobs,Consumer,Jakarta,Jakarta,Indonesia,APAC,Southeast Asia,FUR-CH-10002510,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",550.1279999999999,8,0.27,143.08800000000002,119.77,High
26656,IN-2013-55555,2013-03-05,2013-03-09,Standard Class,VP-21760,Victoria Pisteka,Corporate,Yogyakarta,Yogyakarta,Indonesia,APAC,Southeast Asia,TEC-PH-10004085,Technology,Phones,"Apple Audio Dock, with Caller ID",831.1122,6,0.17,59.99219999999994,119.31,High
28649,ID-2012-43711,2012-08-10,2012-08-10,Same Day,BE-11410,Bobby Elias,Consumer,Bekasi,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-MA-10000768,Technology,Machines,"Epson Card Printer, White",558.9552,4,0.17,-94.32480000000002,118.92,High
